brand;model;year;mileage_km;engine_volume;engine_hp;n_owners;transmission;body_type;price_rub
BMW;X3_M;2020;183588.0;3.2;211.2;3.0;Manual;SUV;6278720
BMW;X3;2011;17278.0;1.6;104.0;4.0;Manual;SUV;2557379
BMW;5 Series_M;2011;17739.0;3.0;189.0;4.0;Automatic;Sedan;3204060
BMW;7 Series_M;2011;17382.0;3.1;198.4;4.0;Automatic;Sedan;3186872
BMW;X3;2013;55060.0;3.9;249.6;4.0;Automatic;SUV;3687131
BMW;7 Series;2011;17424.0;1.1;70.4;4.0;Manual;Sedan;2037519
BMW;X7_M;2017;122674.0;3.3;207.9;4.0;Automatic;SUV;5493916
BMW;7 Series_M;2022;209618.0;3.2;204.8;3.0;Automatic;Sedan;5581285
BMW;5 Series;2020;181126.0;3.3;217.8;2.0;Automatic;Sedan;3807309
BMW;X3;2019;160134.0;3.0;201.0;3.0;Automatic;SUV;4540887
BMW;5 Series_M;2022;220499.0;3.4;214.2;2.0;Manual;Sedan;5610631
BMW;X3_M;2017;126662.0;3.4;217.6;4.0;Manual;SUV;5542562
BMW;5 Series_M;2015;;3.3;217.8;4.0;Automatic;Sedan;4231332
BMW;3 Series;2020;178015.0;2.7;180.9;2.0;Manual;Sedan;3706362
BMW;X5;2014;68975.0;2.1;138.6;4.0;Manual;SUV;3246013
BMW;7 Series_M;2013;55709.0;3.2;214.4;4.0;Automatic;Sedan;3697263
BMW;X3;2019;168149.0;2.5;167.5;3.0;Automatic;SUV;4295518
BMW;X3;2017;128344.0;2.6;163.8;3.0;Manual;SUV;3956518
BMW;7 Series;2015;87548.0;2.0;134.0;4.0;Automatic;Sedan;2813995
BMW;X3;2021;201582.0;1.8;113.4;2.0;Automatic;SUV;4302809
BMW;X3;2011;17705.0;3.2;201.6;4.0;Manual;SUV;3095495
BMW;X3_M;2021;193828.0;3.1;204.6;2.0;Manual;SUV;6641824
BMW;X5_M;2017;129352.0;3.3;214.5;3.0;Manual;SUV;5482081
BMW;3 Series;2020;180680.0;1.2;79.2;3.0;Automatic;Sedan;3132551
BMW;X5_M;2011;17946.0;3.5;227.5;4.0;Automatic;SUV;3846822
BMW;X5_M;2013;53774.0;3.4;227.8;4.0;Automatic;SUV;4460753
BMW;7 Series_M;2011;17969.0;3.5;220.5;4.0;Manual;Sedan;3370318
BMW;X7_M;2019;163003.0;3.6;237.6;3.0;Automatic;SUV;6179601
BMW;5 Series_M;2010;5000.0;3.3;221.1;4.0;Automatic;Sedan;3077001
BMW;3 Series_M;2013;53770.0;3.6;237.6;4.0;Manual;Sedan;3854880
BMW;X5_M;2011;17009.0;3.2;211.2;4.0;Automatic;SUV;3787279
BMW;X7_M;2012;34933.0;3.3;214.5;4.0;Manual;SUV;4039830
BMW;3 Series;2018;142596.0;1.9;127.3;4.0;Automatic;Sedan;3128810
BMW;3 Series_M;2011;17920.0;3.5;227.5;4.0;Automatic;Sedan;3399815
BMW;7 Series_M;2018;142775.0;3.4;217.6;3.0;Automatic;Sedan;4817961
BMW;3 Series_M;2015;90609.0;3.1;204.6;4.0;Automatic;Sedan;4057600
BMW;3 Series;2022;216663.0;2.2;138.6;2.0;Automatic;Sedan;3711658
BMW;7 Series_M;2022;210858.0;3.1;207.7;2.0;Automatic;Sedan;5596422
BMW;5 Series_M;2022;222826.0;3.2;208.0;2.0;Automatic;Sedan;5478478
BMW;X3_M;2020;178397.0;3.3;211.2;2.0;Automatic;SUV;6370043
BMW;7 Series;2010;5000.0;2.3;151.8;4.0;Automatic;Sedan;2276206
BMW;X5;2022;215541.0;2.4;158.4;3.0;Automatic;SUV;4813895
BMW;7 Series;2021;198975.0;1.5;94.5;2.0;Automatic;Sedan;3313001
BMW;3 Series;2014;72050.0;1.7;112.2;4.0;Manual;Sedan;2587059
BMW;7 Series_M;2011;18486.0;3.6;237.6;4.0;Automatic;Sedan;3391323
BMW;X3;2013;53862.0;2.1;134.4;4.0;Automatic;SUV;3036593
BMW;7 Series;2011;17624.0;1.9;123.5;4.0;Automatic;Sedan;2324427
BMW;X7_M;2021;196142.0;3.2;201.6;2.0;Manual;SUV;6647287
BMW;7 Series_M;2016;107603.0;3.2;214.4;4.0;Automatic;Sedan;4305440
BMW;X3_M;2014;72170.0;3.6;237.6;4.0;Automatic;SUV;4729961
BMW;X3_M;2010;5000.0;3.1;204.6;4.0;Automatic;SUV;3327042
BMW;7 Series_M;2011;18754.0;3.4;217.6;4.0;Automatic;Sedan;3341481
BMW;5 Series_M;2011;18197.0;3.3;211.2;4.0;Automatic;Sedan;3243920
BMW;X7_M;2022;223239.0;3.0;201.0;3.0;Automatic;SUV;6745353
BMW;3 Series_M;2015;;3.5;220.5;4.0;Manual;Sedan;4146250
BMW;X5;2015;88424.0;2.9;194.3;4.0;Automatic;SUV;3775934
BMW;X7;2017;126781.0;2.3;151.8;3.0;Automatic;SUV;3845862
BMW;X5;2010;5000.0;2.3;151.8;4.0;Automatic;SUV;2546025
BMW;X7_M;2020;179174.0;3.5;231.0;2.0;Automatic;SUV;6411678
BMW;X3_M;2021;203125.0;3.5;231.0;2.0;Manual;SUV;6695038
BMW;X7_M;2022;218532.0;3.6;241.2;2.0;Manual;SUV;7023772
BMW;X5_M;2016;108552.0;3.0;192.0;4.0;Automatic;SUV;5109991
BMW;X3;2022;210357.0;2.2;143.0;3.0;Automatic;SUV;4793751
BMW;X7;2021;200223.0;2.9;185.6;2.0;Automatic;SUV;4744111
BMW;7 Series_M;2013;54461.0;3.1;198.4;4.0;Automatic;Sedan;3604014
BMW;3 Series;2015;88469.0;2.9;191.4;4.0;Automatic;Sedan;3094426
BMW;X3_M;2019;160735.0;3.3;214.5;4.0;Manual;SUV;6127001
BMW;X7;2020;179334.0;2.9;185.6;2.0;Automatic;SUV;4616155
BMW;X5_M;2019;156201.0;3.4;227.8;3.0;Manual;SUV;6180322
BMW;7 Series_M;2014;72291.0;3.4;221.0;4.0;Automatic;Sedan;3957753
BMW;X7;2022;214663.0;2.6;169.0;2.0;Automatic;SUV;4827540
BMW;3 Series_M;2020;183816.0;3.4;227.8;2.0;Automatic;Sedan;5205769
BMW;3 Series_M;2020;183761.0;3.4;221.0;2.0;Manual;Sedan;5179068
BMW;X3;2010;5000.0;2.9;191.4;4.0;Manual;SUV;2727161
BMW;X7_M;2022;;3.3;211.2;3.0;Automatic;SUV;6908339
BMW;X3_M;2011;18131.0;2.9;194.3;4.0;Automatic;SUV;3664222
BMW;X3_M;2014;74739.0;3.1;201.5;4.0;Automatic;SUV;4551948
BMW;X3_M;2017;130505.0;3.1;204.6;4.0;Manual;SUV;5403552
BMW;X5;2016;111300.0;2.5;165.0;4.0;Automatic;SUV;3700477
BMW;7 Series_M;2018;142637.0;3.4;221.0;3.0;Automatic;Sedan;4808075
BMW;X5;2012;35767.0;2.5;167.5;4.0;Manual;SUV;3039823
BMW;X7;2022;210730.0;2.5;160.0;3.0;Automatic;SUV;4833681
BMW;3 Series_M;2022;222898.0;3.4;224.4;3.0;Automatic;Sedan;5611329
BMW;3 Series;2018;148378.0;1.6;107.2;4.0;Automatic;Sedan;2952168
BMW;3 Series;2020;182520.0;2.9;188.5;2.0;Automatic;Sedan;3669978
BMW;3 Series_M;2018;147400.0;3.4;217.6;3.0;Manual;Sedan;4779225
BMW;X7;2015;92454.0;1.7;112.2;4.0;Automatic;SUV;3311397
BMW;5 Series;2016;109718.0;;192.0;4.0;Automatic;Sedan;3182403
BMW;3 Series;2010;5000.0;2.5;165.0;4.0;Automatic;Sedan;2352928
BMW;X3;2020;182754.0;1.9;123.5;2.0;Automatic;SUV;4237800
BMW;7 Series;2017;;2.5;160.0;4.0;Automatic;Sedan;3205658
BMW;5 Series;2020;179873.0;3.1;195.3;3.0;Automatic;Sedan;3754764
BMW;X3_M;2020;174846.0;3.1;207.7;3.0;Manual;SUV;6336690
BMW;X7_M;2016;;3.4;221.0;4.0;Automatic;SUV;5210788
BMW;3 Series_M;2011;17507.0;3.4;224.4;4.0;Automatic;Sedan;3343897
BMW;7 Series_M;2013;56037.0;3.2;208.0;4.0;Automatic;Sedan;3633813
BMW;3 Series_M;2014;74693.0;3.0;195.0;4.0;Manual;Sedan;3794761
BMW;X3;2016;109268.0;1.1;72.6;4.0;Automatic;SUV;3273949
BMW;5 Series_M;2011;18545.0;3.5;220.5;4.0;Automatic;Sedan;3362995
BMW;7 Series;2013;52646.0;2.1;134.4;4.0;Automatic;Sedan;2627283
BMW;X7_M;2022;205665.0;2.9;191.4;2.0;Automatic;SUV;6938583
BMW;X3_M;2020;180660.0;3.3;211.2;2.0;Automatic;SUV;6355003
BMW;5 Series;2018;142207.0;2.0;132.0;4.0;Automatic;Sedan;3191574
BMW;3 Series_M;2011;17547.0;3.3;221.1;4.0;Manual;Sedan;3312528
BMW;5 Series;2019;160900.0;2.7;175.5;4.0;Manual;Sedan;3537324
BMW;3 Series_M;2016;108666.0;3.3;221.1;4.0;Manual;Sedan;4332105
BMW;5 Series_M;2015;90184.0;;217.8;4.0;Manual;Sedan;4187331
BMW;7 Series;2019;158627.0;2.4;160.8;4.0;Automatic;Sedan;3477684
BMW;X7;2012;35433.0;2.9;191.4;4.0;Manual;SUV;3220953
BMW;5 Series;2011;17915.0;1.5;99.0;4.0;Automatic;Sedan;2096617
BMW;X7;2011;;2.6;169.0;4.0;Automatic;SUV;2866744
BMW;7 Series;2019;166339.0;2.7;180.9;4.0;Automatic;Sedan;3517487
BMW;X3_M;2021;207514.0;3.0;189.0;2.0;Automatic;SUV;6370007
BMW;X7_M;2015;89025.0;3.0;198.0;4.0;Automatic;SUV;4827505
BMW;X7;2018;146456.0;2.1;134.4;3.0;Automatic;SUV;3886302
BMW;X3;2020;180279.0;2.3;149.5;3.0;Automatic;SUV;4397975
BMW;X3;2021;195504.0;3.4;217.6;2.0;Manual;SUV;4985215
BMW;X7_M;2017;128239.0;3.0;192.0;3.0;Automatic;SUV;5332414
BMW;X7_M;2010;5000.0;3.3;221.1;4.0;Manual;SUV;3420489
BMW;X3;2010;5000.0;1.1;70.4;4.0;Manual;SUV;2080789
BMW;7 Series_M;2019;164867.0;3.6;230.4;4.0;Automatic;Sedan;5048578
BMW;X3_M;2015;89649.0;3.6;241.2;4.0;Automatic;SUV;5069976
BMW;X3;2016;104039.0;2.4;156.0;4.0;Manual;SUV;3763224
BMW;5 Series;2018;144790.0;2.7;178.2;4.0;Manual;Sedan;3365662
BMW;X5;2020;173825.0;3.0;192.0;2.0;Automatic;SUV;4651415
BMW;3 Series_M;2021;191080.0;3.4;214.2;3.0;Automatic;Sedan;5438808
BMW;X7_M;2022;208955.0;3.1;201.5;3.0;Manual;SUV;6944723
BMW;X5_M;2016;109340.0;3.4;224.4;4.0;Manual;SUV;5240006
BMW;X7;2020;176000.0;2.4;153.6;3.0;Automatic;SUV;4431345
BMW;7 Series_M;2012;36292.0;3.3;211.2;4.0;Automatic;Sedan;3519744
BMW;5 Series_M;2012;36788.0;3.4;214.2;4.0;Automatic;Sedan;3546088
BMW;5 Series_M;2020;179384.0;3.4;214.2;3.0;Manual;Sedan;5195875
BMW;3 Series;2020;182450.0;2.8;187.6;3.0;Automatic;Sedan;3654530
BMW;X7;2014;72252.0;1.9;127.3;4.0;Manual;SUV;3147776
BMW;X7_M;2021;198206.0;3.2;208.0;2.0;Manual;SUV;6585928
BMW;5 Series_M;2022;221136.0;3.4;224.4;3.0;Automatic;Sedan;5627633
BMW;X3_M;2015;92456.0;3.2;201.6;4.0;Manual;SUV;4859372
BMW;X7_M;2018;144928.0;3.2;208.0;4.0;Manual;SUV;5696677
BMW;X7;2015;82250.0;2.6;174.2;4.0;Automatic;SUV;3685531
BMW;3 Series_M;2021;194779.0;3.5;224.0;;Automatic;Sedan;5490104
BMW;X5;2021;200154.0;2.2;138.6;3.0;Automatic;SUV;4505551
BMW;5 Series;2013;53589.0;2.3;149.5;4.0;Automatic;Sedan;2696977
BMW;3 Series;2011;18130.0;3.0;192.0;4.0;Manual;Sedan;2682110
BMW;5 Series;2022;213574.0;2.6;166.4;2.0;Manual;Sedan;3888136
BMW;X3;2018;138499.0;1.8;113.4;3.0;Automatic;SUV;3921406
BMW;5 Series;2016;106670.0;2.4;160.8;4.0;Automatic;Sedan;3109956
BMW;7 Series_M;2010;5000.0;3.8;254.6;4.0;Manual;Sedan;3261665
BMW;X5_M;2020;177064.0;3.4;227.8;3.0;Automatic;SUV;6419239
BMW;X3_M;2017;125169.0;3.2;208.0;3.0;Automatic;SUV;5441845
BMW;X7;2015;93956.0;2.4;151.2;4.0;Manual;SUV;3418972
BMW;7 Series_M;2012;34160.0;3.3;221.1;4.0;Automatic;Sedan;3609425
BMW;5 Series;2022;213869.0;2.7;180.9;3.0;Manual;Sedan;3959440
BMW;X3_M;2010;5000.0;3.3;214.5;4.0;Manual;SUV;3422640
BMW;X7;2020;180422.0;2.9;188.5;3.0;Automatic;SUV;4603760
BMW;7 Series;2017;129040.0;1.9;125.4;3.0;Manual;Sedan;2976666
BMW;X5_M;2010;5000.0;3.6;234.0;4.0;Manual;SUV;3575710
BMW;5 Series_M;2014;72495.0;3.6;234.0;4.0;Automatic;Sedan;4030381
BMW;3 Series_M;2015;90467.0;3.4;224.4;4.0;Automatic;Sedan;4171069
BMW;X5_M;2017;127035.0;3.4;217.6;3.0;Manual;SUV;5472015
BMW;7 Series;2018;144441.0;2.8;179.2;4.0;Manual;Sedan;3403747
BMW;X5_M;2016;109949.0;3.1;204.6;4.0;Manual;SUV;5166539
BMW;X7_M;2013;52430.0;3.1;207.7;4.0;Automatic;SUV;4362303
BMW;X7;2012;37931.0;2.9;182.7;4.0;Manual;SUV;3136160
BMW;3 Series;2020;170774.0;2.9;182.7;2.0;Automatic;Sedan;3732016
BMW;X7_M;2010;5000.0;3.2;211.2;4.0;Automatic;SUV;3423767
BMW;X5;2020;175222.0;2.7;172.8;3.0;Automatic;SUV;4586748
BMW;X7_M;2017;;3.6;234.0;4.0;Automatic;SUV;5596245
BMW;3 Series_M;2022;215817.0;3.5;227.5;3.0;Automatic;Sedan;5697193
BMW;7 Series_M;2022;209604.0;3.5;224.0;3.0;Automatic;Sedan;5712152
BMW;X5;2016;107118.0;2.5;160.0;4.0;Automatic;SUV;3748850
BMW;X3;2016;108803.0;2.1;138.6;4.0;Automatic;SUV;3562579
BMW;X7_M;2018;147308.0;3.3;211.2;3.0;Automatic;SUV;5742678
BMW;X3_M;2013;53354.0;3.1;198.4;4.0;Automatic;SUV;4307394
BMW;X3;2011;18831.0;2.7;180.9;4.0;Automatic;SUV;2938598
BMW;X3_M;2018;142205.0;3.3;221.1;3.0;Automatic;SUV;5842153
BMW;X5;2019;166934.0;1.4;91.0;3.0;Automatic;SUV;3870854
BMW;X3_M;2012;35816.0;3.3;207.9;4.0;Automatic;SUV;4028043
BMW;X7_M;2015;89036.0;3.5;224.0;4.0;Automatic;SUV;4932933
BMW;X7;2011;18617.0;2.4;153.6;4.0;Automatic;SUV;2827738
BMW;3 Series;2015;91222.0;2.3;151.8;4.0;Automatic;Sedan;2865564
BMW;3 Series_M;2010;5000.0;3.3;214.5;4.0;Automatic;Sedan;3020812
BMW;5 Series;2018;142725.0;2.0;128.0;3.0;Automatic;Sedan;3149139
BMW;5 Series;2018;148040.0;1.9;125.4;4.0;Automatic;Sedan;3117845
BMW;X5;2016;112586.0;2.5;;4.0;Automatic;SUV;3675732
BMW;X7_M;2017;130309.0;3.0;195.0;3.0;Automatic;SUV;5349417
BMW;X7;2010;5000.0;2.6;174.2;4.0;Automatic;SUV;2710236
BMW;7 Series_M;2017;122748.0;3.6;230.4;4.0;Automatic;Sedan;4723077
BMW;X7;2010;5000.0;1.9;121.6;4.0;Manual;SUV;2376936
BMW;7 Series_M;2013;51554.0;3.3;214.5;4.0;Manual;Sedan;3715872
BMW;X7_M;2017;127080.0;3.2;211.2;4.0;Automatic;SUV;5477347
BMW;X3;2015;94205.0;2.1;138.6;4.0;Automatic;SUV;3356256
BMW;X3;2020;183936.0;2.6;171.6;3.0;Automatic;SUV;4445672
BMW;5 Series;2022;209912.0;2.2;138.6;2.0;Automatic;Sedan;3733592
BMW;5 Series;2021;200866.0;3.1;198.4;3.0;Automatic;Sedan;3806879
BMW;X7_M;2014;73016.0;3.3;211.2;4.0;Automatic;SUV;4611848
BMW;X3;2014;73206.0;2.6;174.2;4.0;Automatic;SUV;3423312
BMW;X7_M;2020;190925.0;3.2;214.4;2.0;Automatic;SUV;6249522
BMW;7 Series_M;2017;131278.0;3.2;204.8;4.0;Manual;Sedan;4486319
BMW;X5;2016;107654.0;2.9;188.5;4.0;Automatic;SUV;3919428
BMW;3 Series_M;2010;5000.0;3.7;236.8;4.0;Automatic;Sedan;3123540
BMW;X7;2013;53792.0;2.3;154.1;4.0;Manual;SUV;3131186
BMW;X3;2019;163210.0;2.7;170.1;3.0;Automatic;SUV;4344543
BMW;X7_M;2020;178034.0;3.1;198.4;3.0;Automatic;SUV;6294153
BMW;5 Series;2017;125868.0;3.3;221.1;4.0;Automatic;Sedan;3495981
BMW;X7_M;2014;72668.0;3.6;;4.0;Automatic;SUV;4710241
BMW;7 Series_M;2015;90216.0;3.2;208.0;4.0;Automatic;Sedan;4053749
BMW;X5_M;2015;88634.0;3.3;207.9;4.0;Automatic;SUV;4921157
BMW;7 Series;2020;179424.0;2.3;144.9;3.0;Automatic;Sedan;3487857
BMW;X5_M;2019;170532.0;3.3;207.9;3.0;Automatic;SUV;5963425
BMW;3 Series;2013;52663.0;2.9;188.5;4.0;Automatic;Sedan;2872376
BMW;5 Series;2013;52455.0;2.5;157.5;4.0;Automatic;Sedan;2749288
BMW;5 Series_M;2012;36398.0;3.3;211.2;4.0;Automatic;Sedan;3451221
BMW;X5_M;2016;106464.0;3.1;204.6;4.0;Manual;SUV;5201157
BMW;3 Series;2013;55439.0;2.4;151.2;4.0;Manual;Sedan;2635064
BMW;3 Series;2022;214357.0;2.5;160.0;3.0;Automatic;Sedan;3840113
BMW;X7;2022;218616.0;2.9;191.4;2.0;Manual;SUV;4990371
BMW;X3;2020;;2.5;160.0;2.0;Automatic;SUV;4505078
BMW;X5_M;2011;17653.0;3.2;201.6;;Automatic;SUV;3695876
BMW;5 Series_M;2010;5000.0;3.5;234.5;4.0;Automatic;Sedan;3099744
BMW;5 Series;2018;147192.0;1.9;;3.0;Manual;Sedan;3091254
BMW;X3_M;2015;89901.0;2.9;191.4;4.0;Automatic;SUV;4787142
BMW;7 Series_M;2011;;3.5;227.5;4.0;Automatic;Sedan;3407757
BMW;3 Series_M;2012;36794.0;3.5;220.5;4.0;Automatic;Sedan;3545853
BMW;3 Series_M;2014;72468.0;3.5;234.5;4.0;Manual;Sedan;3983442
BMW;3 Series_M;2013;53874.0;3.3;221.1;4.0;Automatic;Sedan;3799616
BMW;X3;2016;109380.0;2.6;166.4;4.0;Automatic;SUV;3766255
BMW;X7;2012;36254.0;2.2;143.0;4.0;Automatic;SUV;2931260
BMW;X3_M;2022;214631.0;3.6;241.2;3.0;Automatic;SUV;7063895
BMW;X7_M;2021;199664.0;3.3;214.5;3.0;Automatic;SUV;6661836
BMW;X5_M;2018;139896.0;3.3;217.8;3.0;Automatic;SUV;5804731
BMW;X5_M;2016;;3.4;224.4;4.0;Manual;SUV;5217990
BMW;7 Series_M;2018;141944.0;3.1;198.4;4.0;Manual;Sedan;4687031
BMW;7 Series_M;2015;91751.0;3.4;227.8;4.0;Manual;Sedan;4142253
BMW;X7_M;2019;160158.0;3.6;234.0;4.0;Manual;SUV;6196832
BMW;X7;2019;161655.0;2.1;134.4;3.0;Automatic;SUV;4148866
BMW;X7_M;2011;18375.0;3.4;217.6;4.0;Automatic;SUV;3780481
BMW;3 Series_M;2021;199704.0;3.4;221.0;3.0;Automatic;Sedan;5387350
BMW;5 Series;2013;51769.0;1.5;96.0;4.0;Automatic;Sedan;2350143
BMW;5 Series_M;2020;169983.0;3.5;224.0;2.0;Automatic;Sedan;5387597
BMW;X3;2014;70469.0;3.1;207.7;4.0;Automatic;SUV;3619887
BMW;X5;2013;51996.0;2.9;182.7;4.0;Manual;SUV;3331113
BMW;3 Series;2020;177950.0;2.9;182.7;2.0;Automatic;Sedan;3655877
BMW;X7_M;2022;211344.0;3.3;211.2;2.0;Automatic;SUV;6952139
BMW;X3_M;2019;156523.0;3.6;230.4;4.0;Automatic;SUV;6241490
BMW;X5_M;2018;148364.0;3.2;211.2;3.0;Automatic;SUV;5708812
BMW;3 Series_M;2021;202204.0;3.1;201.5;3.0;Manual;Sedan;5257082
BMW;7 Series_M;2012;34988.0;3.5;220.5;4.0;Manual;Sedan;3589532
BMW;5 Series_M;2016;107182.0;3.5;227.5;4.0;Automatic;Sedan;4452029
BMW;3 Series;2011;17909.0;3.2;214.4;4.0;Manual;Sedan;2750119
BMW;5 Series_M;2013;52705.0;3.4;224.4;4.0;Manual;Sedan;3739799
BMW;X3_M;2012;36575.0;3.5;220.5;4.0;Automatic;SUV;4048151
BMW;X7;2021;194806.0;2.7;180.9;3.0;Automatic;SUV;4725630
BMW;X7;2020;181280.0;3.1;;2.0;Automatic;SUV;4694772
BMW;3 Series;2012;35349.0;2.6;163.8;4.0;Automatic;Sedan;2618127
BMW;3 Series_M;2014;71305.0;3.5;231.0;4.0;Automatic;Sedan;4035121
BMW;7 Series;2017;128799.0;1.7;112.2;3.0;Automatic;Sedan;2918726
BMW;3 Series_M;2021;201375.0;3.4;214.2;2.0;Automatic;Sedan;5327647
BMW;5 Series;2016;106381.0;2.9;182.7;4.0;Manual;Sedan;3171134
BMW;X7_M;2016;106114.0;3.2;201.6;4.0;Manual;SUV;5116937
BMW;X7_M;2019;164585.0;2.9;188.5;4.0;Automatic;SUV;5870456
BMW;X3_M;2017;121652.0;3.1;195.3;3.0;Manual;SUV;5420202
BMW;X5_M;2013;54059.0;3.6;226.8;4.0;Manual;SUV;4397351
BMW;X7;2012;35842.0;3.4;217.6;4.0;Automatic;SUV;3315545
BMW;5 Series;2011;17466.0;2.5;160.0;4.0;Automatic;Sedan;2461485
BMW;5 Series_M;2021;195800.0;3.1;207.7;2.0;Automatic;Sedan;5422910
BMW;3 Series_M;2014;75185.0;3.4;224.4;4.0;Manual;Sedan;3983342
BMW;X3_M;2016;114531.0;3.1;201.5;4.0;Automatic;SUV;5036124
BMW;7 Series;2022;210697.0;2.6;163.8;2.0;Automatic;Sedan;3870763
BMW;X5;2020;176854.0;2.6;163.8;3.0;Automatic;SUV;4540682
BMW;X3_M;2018;146577.0;3.1;198.4;3.0;Manual;SUV;5657189
BMW;X7_M;2022;210890.0;3.3;207.9;2.0;Automatic;SUV;6995241
BMW;X7;2011;17969.0;1.8;117.0;4.0;Manual;SUV;2643574
BMW;X7;2019;160278.0;1.5;94.5;4.0;Manual;SUV;3957573
BMW;3 Series;2012;32928.0;2.9;191.4;4.0;Automatic;Sedan;2832214
BMW;3 Series;2015;90343.0;3.2;204.8;4.0;Manual;Sedan;3208316
BMW;X5;2012;36687.0;2.2;145.2;4.0;Automatic;SUV;2940551
BMW;X7_M;2014;69529.0;3.6;241.2;4.0;Automatic;SUV;4773024
BMW;X5;2015;91700.0;2.4;158.4;4.0;Manual;SUV;3547163
BMW;X7_M;2013;57021.0;3.4;224.4;4.0;Automatic;SUV;4363018
BMW;7 Series_M;2019;161305.0;3.1;198.4;3.0;Manual;Sedan;4907126
BMW;X3_M;2021;197932.0;3.6;241.2;3.0;Automatic;SUV;6753956
BMW;3 Series;2010;5000.0;2.9;191.4;4.0;Automatic;Sedan;2485658
BMW;X7_M;2013;54929.0;;194.3;4.0;Manual;SUV;4207935
BMW;3 Series;2012;37740.0;2.1;136.5;4.0;Automatic;Sedan;2432745
BMW;X3_M;2015;92451.0;3.4;224.4;4.0;Automatic;SUV;4959712
BMW;3 Series_M;2015;90968.0;3.1;195.3;4.0;Automatic;Sedan;4011403
BMW;X7;2011;18526.0;2.5;157.5;4.0;Automatic;SUV;2860815
BMW;3 Series_M;2022;211279.0;3.1;207.7;3.0;Manual;Sedan;5614081
BMW;X7;2011;17873.0;2.8;179.2;4.0;Manual;SUV;2899198
BMW;X5_M;2010;5000.0;3.1;201.5;4.0;Automatic;SUV;3376542
BMW;X3;2021;191700.0;2.9;194.3;2.0;Automatic;SUV;4868746
BMW;5 Series;2016;111355.0;2.5;160.0;4.0;Automatic;Sedan;2997612
BMW;3 Series_M;2010;5000.0;3.3;214.5;4.0;Automatic;Sedan;3054688
BMW;X5_M;2021;197842.0;3.3;221.1;3.0;Manual;SUV;6700304
BMW;3 Series_M;2013;52931.0;3.7;236.8;4.0;Automatic;Sedan;3856435
BMW;5 Series_M;2013;54901.0;3.0;198.0;4.0;Automatic;Sedan;3599787
BMW;X7;2012;35936.0;1.8;115.2;4.0;Automatic;SUV;2747832
BMW;7 Series;2016;107162.0;1.6;104.0;4.0;Automatic;Sedan;2804121
BMW;X3_M;2019;160513.0;3.3;207.9;3.0;Automatic;SUV;6055887
BMW;X5;2016;104711.0;1.7;113.9;4.0;Manual;SUV;3468792
BMW;X5;2021;201543.0;2.2;138.6;3.0;Automatic;SUV;4493745
BMW;3 Series;2019;158222.0;3.1;195.3;4.0;Automatic;Sedan;3656212
BMW;5 Series;2021;198465.0;2.3;151.8;;Automatic;Sedan;3579580
BMW;X7;2020;176230.0;2.7;172.8;3.0;Automatic;SUV;4554056
BMW;5 Series;2015;89632.0;1.5;100.5;4.0;Manual;Sedan;2655283
BMW;X3;2021;200303.0;2.6;174.2;3.0;Automatic;SUV;4652198
BMW;5 Series_M;2017;122134.0;3.1;204.6;3.0;Automatic;Sedan;4575346
BMW;X5;2021;200252.0;3.2;214.4;3.0;Automatic;SUV;4868333
BMW;X7;2011;17957.0;2.6;163.8;4.0;Automatic;SUV;2875187
BMW;X5_M;2018;147444.0;3.4;217.6;3.0;Manual;SUV;5778855
BMW;5 Series;2018;147813.0;2.9;191.4;4.0;Automatic;Sedan;3452758
BMW;7 Series;2010;5000.0;2.0;132.0;4.0;Manual;Sedan;2127213
BMW;X5_M;2015;91901.0;3.0;195.0;4.0;Manual;SUV;4784087
BMW;X3;2012;35823.0;2.5;165.0;4.0;Manual;SUV;3021151
BMW;X3_M;2017;129829.0;3.2;211.2;4.0;Manual;SUV;5443543
BMW;X7_M;2017;118115.0;3.1;207.7;3.0;Manual;SUV;5549905
BMW;X5_M;2022;198811.0;2.9;194.3;2.0;Automatic;SUV;6994486
BMW;3 Series;2015;92949.0;3.5;220.5;4.0;Automatic;Sedan;3238322
BMW;X3;2012;34915.0;2.6;174.2;4.0;Automatic;SUV;3101743
BMW;7 Series;2017;129128.0;2.7;172.8;4.0;Manual;Sedan;3235426
BMW;X3;2016;106630.0;3.2;214.4;4.0;Automatic;SUV;4075948
BMW;X5;2015;90829.0;2.0;134.0;4.0;Manual;SUV;3444113
BMW;X7;2022;213600.0;2.1;136.5;3.0;Manual;SUV;4704800
BMW;X3_M;2013;51162.0;3.5;220.5;4.0;Manual;SUV;4401820
BMW;X3_M;2018;142846.0;3.5;231.0;3.0;Automatic;SUV;5855557
BMW;5 Series;2017;131655.0;2.9;182.7;3.0;Manual;Sedan;3227644
BMW;3 Series;2017;123786.0;1.6;102.4;3.0;Manual;Sedan;2952353
BMW;X3_M;2020;176862.0;3.3;214.5;2.0;Automatic;SUV;6424380
BMW;X7;2020;184986.0;2.2;147.4;3.0;Manual;SUV;4339051
BMW;X5_M;2011;17006.0;2.9;194.3;4.0;Automatic;SUV;3696067
BMW;X3;2019;166602.0;2.4;153.6;4.0;Automatic;SUV;4237656
BMW;3 Series;2010;5000.0;2.5;157.5;4.0;Automatic;Sedan;2272100
BMW;3 Series;2017;126265.0;2.8;176.4;4.0;Automatic;Sedan;3317509
